Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes,Is Common Movie
Hellraiser,1987,72,75.403,Clive Barker,"Andrew Robinson, Clare Higgins, Ashley Laurence, Sean Chapman",Sexual deviant Frank (Sean Chapman) inadvertently opens a portal to hell when he tinkers with a box he bought while...,14575148,Horror,6.9,57,94,117645,FALSE
It's Alive!,1974,70,70.615,Larry Cohen,"John P. Ryan, Sharon Farrell, Andrew Duggan, Guy Stockwell","Leaving their son, Chris (Daniel Holzman), with a family friend (William Wellman Jr.), Frank (John P. Ryan) and Lenore Davis...",,,,,,,FALSE
Open Water,2003,71,78.239,Chris Kentis,"Blanchard Ryan, Daniel Travis, Saul Stein, Estelle Lau",Daniel (Daniel Travis) and Susan (Blanchard Ryan) embark on a tropical vacation with their scuba-diving certifications in tow. During a...,55518641,Horror,5.8,63,79,53460,FALSE
The Mist,2007,72,77.41,Frank Darabont,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher","After a powerful storm damages their Maine home, David Drayton (Thomas Jane) and his young son head into town to...",57189408,Drama,5.4,,42,24611,FALSE
The Ring,2002,71,77.093,Gore Verbinski,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox",It sounds like just another urban legend -- a videotape filled with nightmarish images leads to a phone call foretelling...,248218486,Horror,7.1,57,115,342341,FALSE
Phantasm,1979,74,76.524,Don Coscarelli,"Michael Baldwin, Bill Thornbury, Reggie Bannister, Kathy Lester","The residents of a small town have begun dying under strange circumstances, leading young Mike (Michael Baldwin) to investigate. After...",,Horror,6.6,72,89,36398,FALSE
Frailty,2002,75,79.08,Bill Paxton,"Bill Paxton, Matthew McConaughey, Powers Boothe, Matt O'Leary","Set in present day Texas, ""Frailty"" centers on the FBI's search for a serial killer who calls himself ""God's Hands.""...",19947280,Drama,7.2,64,100,83153,FALSE
Dog Soldiers,2002,80,80.989,Neil Marshall,"Sean Pertwee, Kevin McKidd, Emma Cleasby, Liam Cunningham","During a routine nighttime training mission in the Scottish Highlands, a small squad of British soldiers expected to rendezvous with...",58104,Horror,6.8,,105,59413,FALSE
Basket Case,1982,76,76.206,Frank Henenlotter,"Kevin Van Hentenryck, Terri Susan Smith, Beverly Bonner",Duane (Kevin Van Hentenryck) checks into a sleazy hotel with a wicker basket containing his telepathic Siamese twin....,,Comedy,6.1,77,91,18771,FALSE
Eden Lake,2008,80,80.425,James Watkins,"Finn Atkins, Michael Fassbender, James Gandhi, Thomas Gill","During a romantic weekend getaway, a young couple confronts a gang of youths, and suffers brutal consequences....",4294373,Horror,6.7,65,91,83608,FALSE
Candyman,1992,78,84.601,Bernard Rose,"Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons",Skeptical graduate student Helen Lyle (Virginia Madsen) befriends Anne-Marie McCoy (Vanessa Williams) while researching superstitions in a housing project on...,77395789,Horror,5.9,72,91,54606,FALSE
Oculus,2013,75,80.527,Mike Flanagan,"Karen Gillan, Brenton Thwaites, Katee Sackhoff, Rory Cochrane","Haunted by the violent demise of their parents 10 years earlier, adult siblings Kaylie (Karen Gillan) and Tim (Brenton Thwaites)...",44115496,Horror,6.5,61,104,126737,FALSE
Land of the Dead,2005,74,81.683,George Romero,"Simon Baker, John Alberto Leguizamo, Asia Argento, Robert Joy","In a world where zombies form the majority of the population, the remaining humans build a feudal society away from...",,Sci-Fi,6.2,71,93,96079,FALSE
Night of the Comet,1984,79,78.641,Thom Eberhardt,"Catherine Mary Stewart, Kelli Maroney, Robert Beltran, Geoffrey Lewis","After a rare comet sighting, teen sisters Regina (Catherine Mary Stewart) and Samantha (Kelli Maroney) find that they're among the...",14600000,Comedy,6.3,59,95,20753,FALSE
Wes Craven's New Nightmare,1994,80,82.005,Wes Craven,"Robert Englund, Heather Langenkamp, Miko Hughes, David Newsom","Reality and fantasy meet in unsettling ways in this installment of the long-running horror series, which finds director Wes Craven...",18090181,,,,,,FALSE
Trick 'r Treat,2007,84,84.521,Michael Dougherty,"Anna Paquin, Brian Cox, Dylan Baker, Leslie Bibb","Interwoven stories demonstrate that some traditions are best not forgotten as the residents (Anna Paquin, Brian Cox, Dylan Baker) of...",,Comedy,6.7,,82,90386,FALSE
The Lost Boys,1987,75,80.131,Joel Schumacher,"Jason Patric, Corey Haim, Dianne Wiest, Barnard Hughes",Teenage brothers Michael (Jason Patric) and Sam (Corey Haim) move with their mother (Dianne Wiest) to a small town in...,32396366,Comedy,7.2,63,97,138644,FALSE
The Lodge,2019,74,86.423,Veronika Franz,"Riley Keough, Jaeden Lieberher, Lia McHugh, Richard Armitage","During a family retreat to a remote winter cabin over the holidays, the father is forced to abruptly depart for...",3090713,Drama,6,64,108,44750,FALSE
Southbound,2015,81,83.619,Roxanne Benjamin,"Chad Villella, Matt Bettinelli-Olpin, Kristina Pesic, Fabianne Therese","Interlocking tales of highway terror revolve around malevolent spirits at a truck stop, a mysterious traveler, a car accident and...",224743,Horror,5.9,58,89,19181,FALSE
Lights Out,2016,75,85.427,David F. Sandberg,"Teresa Palmer, Gabriel Bateman, Alexander DiPersia, Billy Burke","When Rebecca (Teresa Palmer) left home, she thought that her childhood fears were behind her. As a young girl growing...",148806510,Horror,6.3,58,81,126404,FALSE
The Platform,2019,79,84.204,Galder Gaztelu-Urrutia,"Emilio Buale, Zorion Eguileor, Alexandra Masangkay, Ivan Massagu¨¦","In the future, prisoners housed in vertical cells watch as inmates in the upper cells are fed while those below...",,Horror,7,73,94,208101,FALSE
The Brood,1979,84,85.467,David Cronenberg,"Oliver Reed, Samantha Eggar, Art Hindle, Henry Beckman",A mad doctor (Oliver Reed) tries psychoplasmic therapy on a raging woman (Samantha Eggar) soon to be a mother....,,Horror,6.8,63,92,29508,FALSE
The Cat o' Nine Tails,1971,82,82.592,Dario Argento,"Karl Malden, James Franciscus, Catherine Spaak, Cinzia De Carolis",A newsman (James Franciscus) works with a blind puzzle-solver (Karl Malden) to catch a killer with mixed-up chromosomes....,,Horror,6.6,63,112,11464,FALSE
Mute Witness,1995,83,83.009,Anthony Waller,"Mary Sudina, Fay Ripley, Evan Richards, Oleg Yankovsky","Billy (Mary Sudina) is mute, but it hasn't kept her from becoming a successful makeup artist. While in Russia, working...",1125910,Horror,6.7,,95,5729,FALSE
You're Next,2011,79,84.467,Adam Wingard,"Sharni Vinson, Nicholas Tucci, Wendy Glenn, A.J. Bowen","The Davisons, an upper-class family, are extremely wealthy -- but also estranged. In an attempt to mend their broken family...",26887177,Horror,6.5,66,95,97259,FALSE
Videodrome,1983,79,82.207,David Cronenberg,"James Woods, Deborah Harry, Sonja Smits, Peter Dvorsky","As the president of a trashy TV channel, Max Renn (James Woods) is desperate for new programming to attract viewers....",2120439,Horror,7.2,60,87,91005,FALSE
Thirst,2009,80,84.464,Park Chan-wook,"Song Kang-ho, Kim Ok-bin, Shin Ha-kyun, Kim Hae-sook","Sang-hyun (Song Kang-ho), a respected priest, volunteers for an experimental procedure that may lead to a cure for a deadly...",13468951,Drama,7.1,73,134,46126,FALSE
Audition,1999,82,84.963,Takashi Miike,"Ryo Ishibashi, Eihi Shiina, Jun Kunimura, Miyuki Matsuda","This disturbing Japanese thriller follows Aoyama (Ryo Ishibashi), a widower who decides to start dating again. Aided by a film-producer...",,Drama,7.1,69,115,79767,FALSE
Three...Extremes (Saam gaang yi),2005,84,84.943,Takashi Miike,"Miriam Yeung, Pauline Lau, Zabit Memedov, Miki Yeung",...,,,,,,,FALSE
Dead Ringers,1988,83,85.407,David Cronenberg,"Jeremy Irons, Genevi¨¨ve Bujold, Heidi von Palleske, Barbara Gordon","Elliot (Jeremy Irons), a successful gynecologist, works at the same practice as his identical twin, Beverly (also Irons). Elliot is...",9134733,Drama,7.2,86,116,46086,FALSE
Scream 2,1997,81,85.646,Wes Craven,"David Arquette, Neve Campbell, Courteney Cox, Sarah Michelle Gellar","Sydney (Neve Campbell) and tabloid reporter Gale Weathers (Courteney Cox) survived the events of the first ""Scream,"" but their nightmare...",172363301,Horror,6.3,63,120,179037,FALSE
1408,2007,79,86.704,Mikael Hafstrom,"John Cusack, Samuel L. Jackson, Mary McCormack, Jasmine Jessica Anthony",Mike Enslin (John Cusack) is a successful author who enjoys worldwide acclaim debunking supernatural phenomena -- before he checks into...,131263370,Horror,6.8,64,104,268913,FALSE
A Tale of Two Sisters,2003,85,86.943,Kim Jee-woon,"Yum Jung-ah, Kim Kap-soo, Moon Geun-young, Im Soo-jung","After being institutionalized in a mental hospital, Korean teen Su-mi (Yum Jung-ah) reunites with her beloved sister, Su-yeon (Im Soo-jung),...",91055,Drama,7.1,65,114,61401,FALSE
Ouija: Origin of Evil,2016,83,89.604,Mike Flanagan,"Elizabeth Reaser, Annalise Basso, Lulu Wilson, Henry Thomas","In 1967 Los Angeles, widowed mother Alice Zander (Elizabeth Reaser) unwittingly invites authentic evil into her home by adding a...",81831866,Drama,6.2,65,99,62550,FALSE
Pontypool,2008,84,87.18,Bruce McDonald,"Stephen McHattie, Lisa Houle, Georgina Reilly, Hrant Alianak","When disc jockey Grant Mazzy (Stephen McHattie) reports to his basement radio station in the Canadian town of Pontypool, he...",,Horror,6.5,54,93,31857,FALSE
The Shallows,2016,78,91.021,Jaume Collet-Serra,"Blake Lively, ?scar Jaenada, Brett Cullen, Sedona Legge","Still reeling from the loss of her mother, medical student Nancy Adams (Blake Lively) travels to a secluded beach for...",118763442,Drama,6.3,59,86,130329,FALSE
Shadow of the Vampire,2000,81,85.962,E. Elias Merhige,"John Malkovich, Willem Dafoe, Cary Elwes, John Aden Gillett","F. W. Murnau (John Malkovich) is struggling to create his silent classic ""Nosferatu"" on location in Eastern Europe. The director...",8279017,Horror,6.9,71,92,41792,TRUE
The House of the Devil,2009,85,88.582,Ti West,"Jocelin Donahue, Tom Noonan, Mary Woronov, Greta Gerwig","Desperate to make some money so she can move into a new apartment, college student Samantha Hughes (Jocelin Donahue) takes...",102812,Horror,6.3,73,95,45422,FALSE
Tucker & Dale vs Evil,2010,85,89.234,Eli Craig,"Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss","Two scruffy pals' (Tyler Labine, Alan Tudyk) backwoods vacation takes a bloody turn when ignorant college students mistake them for...",,,,,,,FALSE
Dracula: Pages From a Virgin's Diary,2002,87,88.606,Guy Maddin,"Zhang Wei-Qiang, David Moroni, Tara Birtwhistle, Stephane Leonard","In this ballet version of Bram Stoker's classic vampire tale, Dracula (Zhang Wei-Qiang) arrives in London and performs a dance...",,,,,,,FALSE
The Others,2001,84,89.563,Alejandro Amen¨¢bar,"Nicole Kidman, Christopher Eccleston, Alakina Mann, James Bentley","Grace (Nicole Kidman), the devoutly religious mother of Anne (Alakina Mann) and Nicholas (James Bentley), moves her family to the...",207765056,Horror,7.6,74,104,359174,FALSE
Creature From the Black Lagoon,1954,79,82.889,Jack Arnold,"Richard Carlson, Julia Adams, Richard Denning, Antonio Moreno","Remnants of a mysterious animal have come to light in a remote jungle, and a group of scientists intends to...",,,,,,,FALSE
Tremors,1990,87,88.713,Ron Underwood,"Kevin Bacon, Fred Ward, Finn Carter, Michael Gross",Repairmen Val McKee (Kevin Bacon) and Earl Bassett (Fred Ward) are tired of their dull lives in the small desert...,16667084,Comedy,7.1,65,96,135022,FALSE
Creep,2014,90,90.42,Patrick Brice,"Mark Duplass, Patrick Brice",Aaron answers an online ad and drives to a stranger's house to film him for the day. The man wants...,,Horror,6.3,74,77,52497,FALSE
Carnival of Souls,1962,86,86.587,Herk Harvey,"Candace Hilligoss, Frances Feist, Sidney Berger, Stan Levitt",Mary Henry (Candace Hilligoss) ends up the sole survivor of a fatal car accident through mysterious circumstances. Trying to put...,,Horror,7.1,,78,24115,FALSE
Rec,2007,90,89.852,Jaume Balaguer¨®,"Manuela Velasco, Ferran Terraza, Jorge-Yamam Serrano, Carlos Lasarte",A reporter (Manuela Velasco) and her cameraman record the horrifying outbreak of a disease that turns humans into vicious cannibals....,,,,,,,FALSE
Paranormal Activity,2007,83,91.835,Oren Peli,"Katie Featherston, Micah Sloat, Amber Armstrong, Mark Fredrichs","Soon after moving into a suburban tract home, Katie (Katie Featherston) and Micah (Micah Sloat) become increasingly disturbed by what...",194183034,Horror,6.3,68,86,235141,FALSE
The Conjuring 2,2016,80,95.412,James Wan,"Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor","In 1977, paranormal investigators Ed (Patrick Wilson) and Lorraine Warren come out of a self-imposed sabbatical to travel to Enfield,...",,Horror,7.3,65,134,260837,FALSE
Ginger Snaps,2000,89,90.441,John Fawcett,"Emily Perkins, Katharine Isabelle, Kris Lemche, Mimi Rogers","The story of two outcast sisters, Ginger (Katharine Isabelle) and Brigitte (Emily Perkins), in the mindless suburban town of Bailey...",572781,Drama,6.8,70,108,46497,FALSE
Goodnight Mommy,2014,85,90.782,Veronika Franz,"Susanne Wuest, Elias Schwarz, Lukas Schwarz, Hans Escher","Twin boys who do everything together, from collecting beetles to feeding stray cats, welcome their mother home after her reconstructive...",,Horror,6.7,81,99,51014,FALSE
Julia's Eyes,2010,90,90.82,Guillem Morales,"Bel¨¦n Rueda, Llu¨ªs Homar, Pablo Derqui, Francesc Orella","The closer she gets to solving her sister's death, a woman (Bel¨¦n Rueda) with a degenerative eye disease becomes increasingly...",,,,,,,FALSE
Sisters,1973,87,89.036,Brian De Palma,"Margot Kidder, Jennifer Salt, Charles Durning, William Finley","Inquisitive journalist Grace Collier (Jennifer Salt) is horrified when she witnesses her neighbor, fashion model Danielle Breton (Margot Kidder), violently...",106030660,Comedy,6,58,118,66300,FALSE
Cargo,2017,88,91.941,Ben Howling,"Martin Freeman, Anthony Hayes, Susie Porter, Simone Landers","Stranded in rural Australia in the aftermath of a violent pandemic, an infected father desperately searches for a new home...",313230,Drama,6.3,65,105,42799,FALSE
Slither,2006,87,91.892,James Gunn,"Nathan Fillion, Elizabeth Banks, Michael Rooker, Gregg Henry",Wheelsy is a small town where not much happens and everyone minds his own business. No one notices when evil...,12930343,Comedy,6.5,69,95,81129,FALSE
House on Haunted Hill,1959,89,89.884,William Castle,"Vincent Price, Carol Ohmart, Richard Long, Alan Marshal","Rich oddball Frederick Loren (Vincent Price) has a proposal for five guests at a possibly haunted mansion: Show up, survive...",65090541,Horror,5.6,28,93,56356,FALSE
Poltergeist,1982,87,91.401,Tobe Hooper,"Craig T. Nelson, JoBeth Williams, Beatrice Straight, Dominique Dunne","Strange and creepy happenings beset an average California family, the Freelings -- Steve (Craig T. Nelson), Diane (JoBeth Williams), teenaged...",121706019,Horror,7.3,79,114,158419,TRUE
The Girl With All the Gifts,2016,85,94.358,Colm McCarthy,"Gemma Arterton, Glenn Close, Paddy Considine, Anamaria Marinca","In the future, a strange fungus has changed nearly everyone into a thoughtless, flesh-eating monster. When a scientist and a...",,,,,,,FALSE
The Thing,1982,83,88.168,John Carpenter,"Kurt Russell, A. Wilford Brimley, T.K. Carter, Richard Dysart","In remote Antarctica, a group of American research scientists are disturbed at their base camp by a helicopter shooting at...",27573078,Horror,8.2,57,109,409454,FALSE
Dead Alive,1992,89,91.184,Peter Jackson,"Timothy Balme, Diana Pe?alver, Elizabeth Moody, Ian Watkin","Overprotective mother Vera Cosgrove (Elizabeth Moody), spying on her grown son, Lionel (Timothy Balme), as he visits the zoo with...",242623,Comedy,7.5,54,104,96366,FALSE
Freaks,2018,88,92.559,Adam Stein,"Emile Hirsch, Bruce Dern, Lexy Kolker, Amanda Crew","Kept locked inside the house by her father, 7-year-old Chloe lives in fear and fascination of the outside world. It's...",350122,Drama,6.7,63,105,34150,FALSE
The Tenant,1976,88,89.605,Roman Polanski,"Roman Polanski, Isabelle Adjani, Melvyn Douglas, Shelley Winters","In Paris, isolated Eastern European ¨¦migr¨¦ Trelkovsky (Roman Polanski) rents an apartment in a spooky old building whose inhabitants regard...",,Thriller,7.6,71,126,43387,FALSE
The Descent,2005,86,94.091,Neil Marshall,"Shauna Macdonald, Natalie Mendoza, Alex Reid, Saskia Mulder","A year after a severe emotional trauma, Sarah (Shauna Macdonald) goes to North Carolina to spend some time exploring caves...",57051053,Horror,7.2,71,99,218919,FALSE
Better Watch Out,2016,89,93.219,Chris Peckover,"Levi Miller, Olivia DeJonge, Ed Oxenbould, Dacre Montgomery",Ashley travels to the suburban home of the Lerners to baby-sit their 12-year-old son Luke at Christmastime. She must soon...,188756,Comedy,6.5,67,89,37621,FALSE
An American Werewolf in London,1981,89,92.582,John Landis,"David Naughton, Jenny Agutter, Griffin Dunne, John Woodvine","David (David Naughton) and Jack (Griffin Dunne), two American college students, are backpacking through Britain when a large wolf attacks...",61968388,Comedy,7.5,55,97,103957,TRUE
